reports_last_30,avg_monthly_rainfall_mm,road_age_years,traffic_density,days_since_repair,severity_weighted_count,deterioration_risk
9.0,302.04852489576643,0.8415766874460406,9.79324581370405,1073.0,19.4047970176156,100
22.0,51.578442648958344,0.5439795137929793,2.785910135948526,189.0,1.2614237445658605,47
26.0,324.90194673345354,11.009084823190985,4.689351464783108,1528.0,1.9941699019006554,100
37.0,18.8459172075338,7.7561390037270534,1.598670456992003,1714.0,21.502550919600555,100
17.0,294.3079153256436,25.407968317275067,1.7854419868548876,1894.0,19.055044885401728,100
6.0,36.09174503029707,4.814532098155869,6.034844240858339,175.0,20.40487186861966,65
33.0,76.17359194567358,23.71948388102572,7.510157081527147,357.0,6.929112214388161,100
25.0,11.32400976958509,16.6337909997199,6.3645987361684515,1650.0,29.546669475667223,100
28.0,161.38727988225384,11.321753142149634,3.292839979029708,608.0,16.751254864747366,100
3.0,123.68213708391337,4.3715928520013625,0.5961817256501978,1251.0,29.086445168060656,81
12.0,66.43758990558929,29.93073917879013,4.702638621486921,696.0,4.925116589261406,94
30.0,163.37065467332815,18.539583627646103,5.04269653093964,435.0,12.152985295238395,100
33.0,146.80610027854252,13.181466977039827,7.7065160795981855,1249.0,10.070565569653853,100
17.0,271.00475111757214,11.13382669658195,6.402895622919548,411.0,22.65224780117587,100
32.0,313.664304063811,27.17184691892566,8.71258627600987,272.0,22.42714308315274,100
33.0,231.87286560080784,24.63575424572283,7.829828786950916,1060.0,14.5963137995911,100
15.0,52.29953216701812,24.33557365104671,3.658777838109468,386.0,0.4844401265200893,74
35.0,110.43287020134922,18.485954188871784,6.322214235246983,384.0,5.2561712753983345,100
11.0,320.52822092297515,26.638697480874054,7.472865294551267,1560.0,1.5079700132899154,100
9.0,40.169727622682316,8.978351163662113,9.56880369172745,1057.0,25.410437077475365,100
27.0,148.330985392881,21.11118405489868,4.223521626222459,1084.0,8.693147018933013,100
25.0,330.4515705393836,12.133432271756776,6.482819923111361,286.0,3.537679107020195,99
5.0,333.22604609962514,17.999964256790765,3.926638352816342,320.0,10.625170958447734,96
33.0,149.80908019662343,29.944590018380786,7.37828178869787,781.0,2.3186794849908807,100
7.0,236.9149419535911,29.53574342025955,9.119931713105572,776.0,29.36571404696991,100
32.0,165.29350344035964,15.378570494023446,9.19226015719575,903.0,9.45023704043397,100
0.0,266.1765834083562,17.21590356494474,1.5708751738751003,268.0,27.9920009666941,100
31.0,20.737652435619495,26.91965307411903,2.0409659762087884,1796.0,20.481860725815768,100
31.0,59.01343063326187,29.56907137541565,7.5492945078979865,725.0,16.9832096227198,100
31.0,218.82759320482373,23.35823407878239,6.310098859424019,1632.0,14.264909913673701,100
26.0,89.06776923064162,1.9555337387589211,9.051072868549548,800.0,20.62140320410163,98
18.0,236.4577817515105,9.67919203031592,3.138005594155354,944.0,20.588260006385052,100
28.0,129.41579533684143,26.896870197609235,8.480208111462629,224.0,0.3156318228229327,100
11.0,311.45948976345926,23.050575175514417,6.8377585698385985,1353.0,27.233512365850174,100
31.0,288.5481910903954,22.266992130732813,1.9545631015659948,119.0,11.038902613129572,100
22.0,177.56485202338595,20.037696914044233,1.2649436899563926,1495.0,10.598193646289864,100
18.0,272.78432961225167,12.457915488971505,7.027236020086076,1763.0,12.197716316489826,100
20.0,102.18688131993073,12.097239610341052,1.58461512724268,723.0,20.558484159268023,100
22.0,178.04832411603329,24.26797462772403,7.943290397431482,1775.0,11.28053208149061,100
1.0,77.14389763351457,8.813408752952128,5.570950401273173,1397.0,11.214931857816085,78
5.0,302.7012972971379,20.544956181029203,4.768670624627898,5.0,1.9039463888533081,68
9.0,289.8429896332611,21.786255702718698,2.7552903592141966,405.0,12.49924993280785,100
4.0,316.7308872590604,25.33667968084586,9.838455949248598,1282.0,4.4843543113126145,100
17.0,308.3421736162482,9.596567721210471,7.221671109105264,1403.0,25.667677621793413,100
26.0,336.2627291002282,22.256678005146064,7.780636471648769,187.0,10.035332495918599,100
26.0,87.63431875485483,3.1946969273606065,7.687109276653382,1369.0,28.826021941850108,100
18.0,326.82025887040726,4.141851868557142,5.840155771765966,1620.0,20.535840077009464,100
34.0,204.2124850596792,12.520081205202047,9.396988419588778,183.0,22.68454604481971,100
22.0,153.64832853217175,1.6567732906574184,5.838215033826768,1759.0,28.432535442082372,100
3.0,200.52712462907684,28.43094964396015,5.200455851041495,1066.0,7.168042974499952,100
30.0,126.48480126109446,27.056874315280815,2.737104424228672,1233.0,17.018729090768016,100
22.0,108.10802236672372,1.4680108657752944,2.8173591984167343,101.0,1.221774134836866,43
25.0,92.04687491235978,25.149351656768363,7.368839059820436,1226.0,3.0227606386708263,100
22.0,38.02551641542311,15.26622522270076,3.347674216396055,908.0,10.997607599063636,100
22.0,178.83206503004374,21.058886651206496,7.287107451466779,742.0,20.47505551874821,100
3.0,311.8389697427217,26.60793507894562,9.52706758814825,1560.0,24.950808072166033,100
22.0,224.25166955329078,17.309234612330958,4.393074367787588,498.0,7.692126074204185,95
31.0,187.131715136963,3.489813008538883,0.9732564287964196,119.0,22.472316409128215,91
12.0,155.72159220531162,0.07735831459758757,6.665464813294362,998.0,6.728734723441498,64
24.0,167.89655294784527,14.907645967543395,0.09523031695485629,1487.0,0.1816681834899314,95
1.0,81.15429817446332,28.476963963730803,7.870035212722968,267.0,1.632390748672029,72
13.0,289.79819824565305,17.178656148395877,5.256531170387184,1969.0,17.566758684171642,100
17.0,77.45020751571954,11.188174142646876,4.897322040086549,1344.0,14.91442638282941,97
39.0,253.65173728728644,0.9276605124274007,5.694421605776872,1868.0,8.112756837882968,100
8.0,268.3949039086919,27.44938251834601,5.16408543934716,940.0,0.19643575808479752,96
11.0,205.45547428942965,9.814699825741265,3.237772717960227,246.0,17.040310477602038,82
16.0,303.3949674846417,21.143322039452883,2.815089096792419,355.0,24.52819910488955,100
39.0,108.95711983322101,20.827116063343947,4.152974606238952,1001.0,2.0563463377013544,100
34.0,309.7498552225735,7.616494841062437,8.949092819155668,1176.0,22.094233721814227,100
1.0,257.99955626376345,1.91332519382176,1.3537045978784301,1468.0,19.036278058922033,86
9.0,281.5749414389986,11.550011360155306,3.247645966865833,1590.0,14.380643166034046,100
32.0,235.9571012392868,9.513930415115997,1.9230042794940438,1525.0,1.4502406492815656,100
2.0,297.7566257765896,21.007691966169773,4.27136976737382,1177.0,27.70714249176887,100
34.0,347.65361332399624,24.593474869795173,1.3349841912317117,36.0,14.32322966780228,100
11.0,152.85537053837714,6.67336252175024,7.607956139022321,1059.0,11.988208826436122,80
36.0,286.73133246125394,15.846932093293269,1.0346739258457471,1638.0,25.844262062632048,100
11.0,263.1571182361314,1.2182504216448498,6.652620936172707,1695.0,25.367346869512133,100
17.0,163.9758563420861,6.427674688003857,2.6771032486902344,1668.0,21.817828590000715,100
26.0,325.16265990905407,22.852848159662493,4.721899968576627,21.0,24.880799487000253,100
5.0,144.1048160546822,23.801949614672175,1.999879617175414,870.0,3.7298544294882174,80
22.0,202.25841153392076,23.2921339035541,7.3022367947571905,1233.0,22.827466652410255,100
20.0,46.02040137692693,4.271637749648104,9.482759892683244,495.0,9.841022489523835,72
31.0,86.76356598253052,16.53104182405252,2.2174528739299593,819.0,26.02484380404833,100
39.0,295.8366979814786,12.681252433301488,9.531532077128283,194.0,11.106943979605775,100
26.0,144.8279257618081,29.744588903852716,3.25273801011434,387.0,1.6291185636022631,100
16.0,143.9885904011878,19.622096071750082,5.578471670519017,11.0,12.431407103110969,98
16.0,93.63354618481088,28.056062741871873,7.0158995108557605,1959.0,22.70331105229084,100
16.0,177.1475136611345,4.360509150253128,1.9926861606519364,1719.0,15.02796182938192,100
32.0,283.9777668592116,13.526198193006872,4.447639374326276,807.0,22.90901735426905,100
12.0,314.35580004307144,23.148228003176058,0.6782748066405009,8.0,1.0582122259832105,78
6.0,33.83890689502252,11.035731840912078,6.9705377602802,670.0,5.314926108030871,69
13.0,205.43904862163924,18.9752548846094,4.166161197244785,868.0,16.908237931283818,100
0.0,168.87294508339374,15.35106517120982,8.916445326395909,338.0,11.559412615428947,82
4.0,218.85582916033664,29.75788227653977,2.739918885731379,1323.0,20.405272310105993,100
3.0,162.0737335488115,5.216176201964744,9.23601324323927,1995.0,28.87662699361266,100
30.0,145.53923909016115,28.060460859903834,1.4103984468284503,1687.0,19.79585882101542,100
28.0,170.4394422260264,12.047128614098902,6.069664660138833,1712.0,12.520886846477994,100
27.0,207.8797037771808,14.039788991318835,3.078081798721789,1661.0,16.270920553300222,100
18.0,180.3342917508041,15.858056510699369,1.8178161095328738,139.0,27.384794450885117,100
28.0,170.5291133470197,7.960996483007396,0.9393717171916549,1102.0,20.189677399866387,100
6.0,288.06400538574746,28.90972327832379,6.556425588286899,1131.0,24.095384932635834,100
36.0,263.52031702087163,27.34461615704368,2.3316793325924543,201.0,9.045552273046004,100
20.0,126.06868802160555,29.18715300634088,5.728144120710477,294.0,22.329634705148173,100
37.0,282.19621995520896,29.90758716628569,9.79418722835278,1130.0,4.182941080195853,100
6.0,300.24122746153006,20.09400285542916,3.1596182027953157,1431.0,22.493268492156524,100
19.0,62.18734982722477,13.550564874172341,0.3494427771672881,418.0,26.446757784072734,95
27.0,208.112036988458,25.522017044889143,1.4282261439642052,968.0,27.00697401160265,100
19.0,107.00607782373268,0.7141463350901567,1.1932200941117077,150.0,3.4977018315794304,44
17.0,261.31858945508566,25.0321213414051,4.632835272052358,220.0,24.89646157721203,100
6.0,91.1870119819523,14.9185807263302,7.446505696606272,1160.0,3.2980956830411,79
15.0,238.27719821883082,20.196600812502535,2.964443857818584,1114.0,14.351908598482886,100
9.0,96.74238305959553,11.221381840275228,1.4584277084384323,1500.0,20.475645890584953,100
12.0,183.78887956618067,11.058694616004477,6.407667663289269,1821.0,14.527473345352476,100
27.0,332.5397990915053,0.9515145843266315,3.0118020884924244,379.0,10.197288066304417,87
25.0,139.64456307518773,12.713682912870398,5.751703493122326,682.0,20.51463472487566,100
24.0,307.7510852274906,12.250625862579902,9.33786559672752,1711.0,19.826363253206818,100
14.0,345.56115760932414,6.743733056042139,2.913469549265262,101.0,17.486779654967012,90
38.0,307.4492885937555,7.419698206193024,5.124916144862686,1656.0,15.852859943301956,100
3.0,66.39445010593657,17.52418741327535,8.068119136312163,1890.0,21.172196973670143,100
13.0,288.68379464195544,9.533143276185092,6.917181124976281,199.0,12.091111701034546,79
4.0,20.930794334190825,24.90755727051869,7.514781747791858,283.0,2.063047432270151,68
13.0,143.72264045776467,3.3415532057119943,7.725693748561002,1368.0,16.12363530573671,100
38.0,306.0493469280737,17.32934839725131,5.399160203340431,950.0,21.7036665673151,100
14.0,244.17575233837275,4.80134181417307,5.360621079022651,1975.0,8.974797228482004,100
36.0,191.13174529487856,15.847218807619763,7.188895804484474,1089.0,4.22253414407797,100
19.0,141.87376852809098,16.576376608509563,6.976482701135557,1310.0,27.355235824863573,100
27.0,286.18096179989726,19.268930595771874,6.700576640296852,474.0,25.912489942385875,100
18.0,251.2498573423951,12.822748418186812,3.821346921426636,648.0,18.553026578739573,100
10.0,169.25780866932894,15.284240553877632,8.285426456048768,354.0,23.598214611122287,100
30.0,313.44467465128434,5.4285784824388,2.362028893708893,293.0,29.06415944323265,100
38.0,88.18232605833501,13.89046049208989,1.5573196635271225,226.0,17.077769421805222,100
10.0,67.93311311393246,11.190911672828715,3.4516221911570155,1785.0,7.3254505380101955,96
31.0,228.55327987341772,19.983933139632292,2.5383124040495595,139.0,19.164359715978637,100
10.0,340.4780765186019,13.044651704894582,6.631825122031564,1032.0,27.437810283013615,100
28.0,94.0672349243019,23.38024952940661,2.3101785114996085,1016.0,20.704446041954398,100
31.0,94.88792883750101,12.779762957210764,6.564898383508689,111.0,0.7872117344820939,75
17.0,57.429608307144576,7.07313518921876,5.132227948407885,1684.0,27.51397811587547,100
29.0,302.59160879303494,8.210661568757537,1.5245006807525963,1001.0,22.610257657619037,100
10.0,86.97516373985358,1.3585567527490972,2.583962641210229,253.0,12.05493040192194,46
3.0,181.08069908646186,16.197564318027304,5.217267843032229,257.0,29.624756680471975,99
3.0,346.89664252074954,24.926426517009652,7.331053039236981,1401.0,21.650379985066408,100
17.0,14.127906313494812,23.073351204527103,3.9825164417467596,1239.0,24.76323245507075,100
36.0,199.20527077367,13.133683990154141,2.3283264217804,825.0,28.294996777495104,100
5.0,184.17827451968157,5.883610654335366,2.9507820909378877,810.0,1.1873539416319823,61
18.0,284.53210797945263,25.90453329892358,0.9511718927339685,70.0,23.23259532110036,100
28.0,130.79572344794417,1.703431021352052,0.2514950109023306,63.0,11.59039306073406,76
8.0,149.51606202567413,11.976681756074822,9.73129311996854,1071.0,26.072250386963244,100
28.0,67.09891340361365,25.698454271518532,0.9640993436591538,727.0,26.366875677996987,100
12.0,261.8771787561675,11.795300622125893,1.2488734511065003,504.0,24.85855411508078,100
32.0,276.8010291239704,3.536264122708798,8.709640850796426,758.0,23.376017569583805,100
23.0,56.46552906480229,7.978485010373884,6.63505235719258,1210.0,23.82848503874798,100
21.0,143.7754051560294,18.00088325228845,4.360725312453263,586.0,8.896575021648227,92
7.0,313.5876984233122,4.561077230837126,6.490234057258495,698.0,12.195846183791726,84
18.0,10.920473049767633,19.648059805270673,9.349848235304103,565.0,3.451646721091829,77
34.0,111.57808401169498,13.144857935977372,0.9937731143570594,1332.0,24.917745655848424,100
0.0,198.71437691786622,10.031685024615657,2.437110271753322,109.0,19.380194274739758,63
30.0,123.59191228438412,7.227764415694916,8.603004034707409,1837.0,18.381501453498554,100
19.0,102.49536432040759,24.699899575701284,7.80639345301107,1109.0,7.3823411731964335,100
28.0,166.4127448670923,11.900218423902047,9.942567215571907,489.0,18.4510825215477,100
26.0,71.71785675729586,22.15437796818683,3.139088150721925,1518.0,13.636551755434622,100
17.0,190.0725819262245,13.210655779121533,9.448863971385451,1879.0,29.858064199968503,100
12.0,250.2766132464968,2.7560156066033823,3.4368883129500416,116.0,25.892048182123133,85
25.0,205.60028389369074,13.215179255017812,7.150931911854932,408.0,15.779486457196715,100
5.0,41.65717249190051,15.230633392072919,8.827429476215865,287.0,24.253667018960257,94
23.0,297.0989288162949,13.735265804801305,1.7078209525836174,141.0,4.935150025750149,84
3.0,69.49246474574599,24.487251352448176,2.056386550352003,1477.0,3.042014973798046,75
25.0,270.03608020778375,27.32554047129088,5.809586480323467,385.0,18.91952399026092,100
25.0,132.59213766378912,23.60336025633102,8.438247700355141,767.0,21.80357483816678,100
3.0,276.1388583390748,17.483457066328793,0.7894953522211168,1629.0,1.5916931795840372,90
30.0,80.13278715781756,16.24349881664672,8.508808097559035,1223.0,6.0289005359346115,100
16.0,73.46511525644613,19.33848090370977,3.4312052954509653,1355.0,16.118039307674213,100
31.0,178.98878771394396,8.634908893181235,4.062266139725018,195.0,1.8844979876647439,80
1.0,21.19824499744257,24.355405384460553,3.3986109568755607,1941.0,12.721585088510992,100
7.0,86.60109518599334,25.70544532810983,9.114799046076875,165.0,14.462393383749031,98
19.0,256.1641657426784,8.016514895454916,1.3079432658283907,1419.0,27.654291964150275,100
7.0,294.7103826238447,27.08454624420233,5.7427448117634325,1278.0,9.47029489187642,100
13.0,37.467023738855545,25.461981719750025,1.4810808062579173,825.0,5.060054203051033,86
26.0,309.90642120895546,12.734603024475307,9.285946300948414,1676.0,0.22524776156923276,100
5.0,281.15584937808086,27.270006062782368,7.979313135356194,1784.0,3.648243181309454,100
27.0,305.69266054036825,3.6131698143452438,2.3381927426107785,140.0,22.525979964634733,100
4.0,247.46570855680557,0.8395967762670109,2.9777826808815355,1916.0,13.347656473984399,94
7.0,239.212042879948,10.43600476782163,3.815153279626775,482.0,5.961751282096957,72
23.0,188.53169933725368,16.96307096482035,4.054176752954365,1583.0,27.990830829662013,100
31.0,231.9476563270471,10.543278435985986,8.17342858632055,1641.0,23.626149553161728,100
6.0,322.49728595264577,28.262032010140786,5.645333553091904,1113.0,3.4309407404954415,100
11.0,44.17748048168086,7.641306871654352,4.279493148917281,1726.0,8.068720646800484,73
37.0,117.359922467671,8.436401807780369,7.194446569363528,1651.0,25.483244475788876,100
39.0,34.63469102259642,19.044828376345652,4.578648763438066,1045.0,20.772950033922605,100
23.0,331.2337584609731,0.11591647025124607,1.2824001688479048,358.0,28.366356427871143,100
17.0,161.39025843979192,21.826711570637976,1.0748918426952836,869.0,2.287483142089207,90
13.0,239.61712002990407,11.324084492794716,3.2595667979517176,1800.0,23.262336687561902,100
24.0,295.9808219314693,29.33243602929888,6.028702376151721,405.0,2.2923424753069344,100
23.0,346.94008434600613,20.742527790892456,1.3484132764823442,1999.0,10.099858070765482,100
11.0,65.00603564937035,1.5664486524702925,5.501341706974073,363.0,22.520063045259782,68
0.0,281.83428594419775,2.778834262259209,2.696096448087335,1330.0,21.330299227578866,85
6.0,311.72378536649035,2.6450432077247568,6.954134156082917,1281.0,0.06353469420730007,74
38.0,26.61762812929771,28.57866779675831,0.2826270117637064,391.0,6.058287985518138,100
16.0,266.39079046309496,20.52154623652763,4.69023431480573,944.0,23.357210296606837,100
19.0,130.6066092068271,12.828180218668072,0.522641490142326,288.0,3.784425378441647,67
18.0,230.5229090999469,6.014480696400931,3.305077752753205,729.0,9.791367178788011,90
31.0,184.77638665321402,26.209192393074098,0.15575144286879117,1918.0,5.51668520688969,100
2.0,98.31236570945656,6.046677830140213,4.690987605779313,108.0,3.3436360623193795,40
3.0,55.97526308135526,21.200376494274522,7.670158684780116,1742.0,25.098772359690344,100
11.0,49.76205925033082,22.89973084636038,1.0022003774594457,1355.0,1.8402523455550523,84
19.0,45.129771620887176,8.839682665662249,7.352226919940271,1497.0,16.08149844968772,100
26.0,226.84861364575644,15.147442115119269,5.841952670923312,564.0,20.780115351277235,100
19.0,129.47968947584295,6.689678469551817,5.046052731360201,1898.0,1.7277065596316488,92
17.0,83.65536898999663,11.367889723664943,5.9948326228024165,506.0,19.00280311944344,100
37.0,245.24093152000702,28.954031948400264,3.3589713172919557,1006.0,10.021965457233991,100
6.0,243.52885236059873,20.79414103963291,7.103395537682894,73.0,25.006356713222853,100
22.0,193.31721940137922,25.39842618571545,7.796658419207723,1775.0,23.92978866653717,100
21.0,327.8856577343893,16.21798714400223,7.782238655868774,1409.0,23.81715111649939,100
18.0,141.04083869008323,7.171192264540684,2.6945978939368844,325.0,11.959904524861752,72
32.0,294.1934102315596,21.386395700015807,6.539070096898525,1324.0,24.67644569251237,100
10.0,35.54739869694674,15.017038823716993,1.480957257452764,365.0,18.89946012033077,79
38.0,261.5425719730915,5.30546604321176,4.954196135962671,888.0,11.360506959045727,100
13.0,346.0721207028562,12.372896688546307,0.026292600595175797,1024.0,2.420098663662553,92
21.0,297.8433935378577,19.045206570489178,1.935867590083411,1862.0,2.004567380362129,100
20.0,207.08600456542018,22.059955700467146,6.317341158326056,665.0,7.542049033151464,100
33.0,223.10046187123461,7.296623876710552,8.743615052031293,25.0,8.98753933514002,95
17.0,130.1184468085619,26.279920180479934,0.4902829858602431,865.0,27.825848743414323,100
11.0,241.02497420775535,11.386533212240339,5.585527921743301,1853.0,29.9981416160703,100
0.0,271.9344302816512,8.134101536782453,6.367750201050305,1596.0,4.310215423505409,86
14.0,349.39768358007035,5.853601663611744,9.323909811827463,118.0,28.283047198881608,100
33.0,177.4373917801472,24.12514003208921,6.551437946449566,106.0,21.196200350557508,100
0.0,30.843382362970374,10.624937248981874,1.0303270247073837,1513.0,14.958245050995739,65
35.0,212.59170324853497,14.501970836638039,1.4674424254448049,1441.0,28.640599180467127,100
21.0,50.46821099393732,6.684594706916269,6.357641288869978,1114.0,21.410795469639012,100
5.0,93.22011480907742,20.582732135067946,2.156196767632327,176.0,17.80963566357228,77
12.0,121.78516984395067,23.43100222657267,9.283054748772882,560.0,6.285802920592537,100
22.0,258.5501568704596,10.182757468600247,9.20687200785886,1695.0,7.333318556123695,100
12.0,72.49476211869018,28.35238156114206,9.486558601572133,278.0,27.345052081987365,100
4.0,66.35600192639987,0.9183182868070827,2.9295260781219334,403.0,6.4511634358375725,38
26.0,25.28784244960134,3.9882930982212104,7.169499079603164,904.0,0.9691804288397388,71
26.0,306.9015783603195,17.663610946814725,6.630139069348495,1469.0,7.986812936536374,100
4.0,245.79184428106063,21.04220586145139,0.3560378133777209,1656.0,14.416671588366942,100
11.0,23.581798309993008,7.5204896852717695,2.6556507634627966,1183.0,11.458942821964744,66
9.0,19.619383916958956,16.622132906740454,2.067667296794684,984.0,28.074089958301684,100
26.0,199.94926080151907,9.55158741128438,3.7080860173833994,771.0,12.557221333215045,100
29.0,106.06169643748176,16.622677368647707,9.53053716545225,87.0,26.671580629944465,100
29.0,212.8869591468558,19.779830332927574,8.456016389583382,535.0,17.839888019678114,100
37.0,157.7654197315282,29.184241607071723,2.934245913682769,429.0,15.723740172355573,100
30.0,323.92627118548654,13.670905800635511,5.300315310993231,114.0,4.805868979631792,100
12.0,107.85506508686508,19.446481208141417,1.922661215866619,1490.0,8.130957413406678,95
4.0,240.9094252692238,17.341177437597956,2.774339922959382,706.0,26.01500330457083,100
